candidate,last_name,first_name,middle_initial,jr_ifapplicable,state,party,office,bill_pass_date,bill_number,original_or_amendment,Note,candidate_entity,election_status,status_of_candidate,specific_party,general_party,election_year,election_type,office_sought,incumbency_status,original_name,contributor,type_of_contributor,specific_business,general_industry,broad_sector,dollar_amount,date,last_updated,type_of_transaction,purpose,city,state.y,zip,in_state,parent_org_or_employer,recipient
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA SMALL CONT COMM,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1700,2005-03-25,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,L.A. SCHOOL POLICE ASSOCATION,LOS ANGELES SCHOOL POLICE MANAGEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2002-11-01,2020-06-08,DIR,NA,LOS ANGELES,CA,90057,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,ASSOCIATION FOR L.A. DEPUTY SHERIFFS PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2002-10-30,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,ASSOCIATION FOR L.A. DEPUTY SHERIFFS PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2002-08-23,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2002-07-02,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,CAUSE INDEPENDENT EXPENDITURE,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2001-09-29,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,ASSOCIATION FOR L.A. DEPUTY SHERIFFS,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2002-05-24,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN. OF CA (SMALL CONT. C,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2001-05-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95833,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2001-06-18,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,L.A. SCHOOL POLICE ASSOCATION,LOS ANGELES SCHOOL POLICE MANAGEMENT ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2001-02-17,2020-06-08,DIR,NA,LOS ANGELES,CA,90026,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2003-06-30,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,ASSOCIATION FOR LA DEPUTY SHERIFFS PAC,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2003-06-30,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,CAUSE INDEPENDENT EXPENDITURE,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2003-06-30,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA (SMALL CONT COMM),PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2003-05-12,2020-06-08,DIR,NA,SACRAMENTO,CA,95833,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA (SMALL CONT COMM),PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2003-02-28,2020-06-08,DIR,NA,SACRAMENTO,CA,95833,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA SMALL CONT COMM,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2006-02-16,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,POPA INC (SMALL CONTR COMM),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2006-06-01,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,CAUSE INDEPENDENT EXPENDITURE,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1000,2006-08-23,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA (SMALL CONT COMM),PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2006-05-01,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,ASSOCIATION FOR L.A. DEPUTY SHERIFFS,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,750,2001-12-28,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,POPA INC. (SMALL CONTR. COMM.),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,600,2002-10-11,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,ASSEMBLY DISTRICT 049,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2000-06-12,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,ASSEMBLY DISTRICT 049,Incumbent,ASSOCIATION FOR LA DEPUTY SHERIFFS,ASSOCIATION FOR LOS ANGELES DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,500,2000-03-03,2020-06-08,DIR,NA,LOS ANGELES,CA,90015,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,CAUSE INDEPENDENT EXPENDITURE,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,500,2006-06-25,2017-12-18,DIR,NA,SACRAMENTO,CA,95811,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,POPA INC. (SMALL CONTR. COMM.),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,400,2002-10-03,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,POPA INC. (SMALL CONTR. COMM.),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,400,2001-12-15,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,POPA INC (SMALL CONTR COMM),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,400,2003-06-30,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA SMALL CONT COMM,PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,300,2005-03-25,2020-06-08,DIR,NA,SACRAMENTO,CA,95834,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,ANAHEIM POLICE OFFICERS PAC,ANAHEIM POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2002-06-10,2020-06-08,DIR,NA,ANAHEIM,CA,92805,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,LONG BEACH POLICE OFFICERS ASSOCIATION,LONG BEACH POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2002-06-10,2020-06-08,DIR,NA,LONG BEACH,CA,90755,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,POLITICAL ACTION COMMITTEE ASSOCIATION OF ORANGE C,ASSOCIATION OF ORANGE COUNTY DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2002-06-10,2020-06-08,DIR,NA,SANTA ANA,CA,92703,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,SANTA ANA POLICE OFFICERS,SANTA ANA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2002-06-10,2020-06-08,DIR,NA,SANTA ANA,CA,92701,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,ANAHEIM POLICE OFFICERS PAC,ANAHEIM POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2003-06-30,2020-06-08,DIR,NA,ANAHEIM,CA,92805,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,LONG BEACH POLICE OFFICERS ASSOCIATION,LONG BEACH POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2003-06-30,2020-06-08,DIR,NA,LONG BEACH,CA,90755,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,POLITICAL ACTION COMMITTEE ASSOCIATION OF ORANGE COUNTY,ASSOCIATION OF ORANGE COUNTY DEPUTY SHERIFFS,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2003-06-30,2020-06-08,DIR,NA,SANTA ANA,CA,92703,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,SANTA ANA POLICE OFFICERS,SANTA ANA POLICE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,250,2003-06-30,2020-06-08,DIR,NA,SANTA ANA,CA,92701,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2002,Standard,SENATE DISTRICT 024,Incumbent,POPA INC. (SMALL CONTR. COMM.),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,100,2002-07-25,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,POPA INC (SMALL CONTR COMM),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,83.7,2003-06-30,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,POPA INC (SMALL CONTR COMM),LOS ANGELES COUNTY PROFESSIONAL PEACE OFFICERS ASSOCIATION,Non-Individual,Police unions & associations,Public Sector Unions,Labor,16.3,2003-06-30,2020-06-08,DIR,NA,MONTEREY PARK,CA,91754,1,NA,"ROMERO, GLORIA"
"ROMERO, GLORIA",ROMERO,GLORIA,NA,NA,CA,DEMOCRAT,24TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"ROMERO, GLORIA",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2006,Standard,SENATE DISTRICT 024,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CA (SMALL CONT COMM),PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,-500,2003-02-04,2020-06-08,RETU,NA,NA,CA,NA,1,NA,"ROMERO, GLORIA"
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,PEACE OFFICERS RESEARCH ASSN OF CALIFORNIA (PORAC PAC),PEACE OFFICERS RESEARCH ASSOCIATION OF CALIFORNIA,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1500,2000-05-23,2020-06-08,DIR,NA,SACRAMENTO,CA,95833,1,NA,"VASCONCELLOS, JOHN"
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,CA ASSN OF HIGHWAY PATROLMEN,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1500,2000-06-12,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"VASCONCELLOS, JOHN"
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,CA UNION OF SAFETY EMPLOYEES INDEPENDENT EXPENDITURE,CALIFORNIA UNION OF SAFETY EMPLOYEES,Non-Individual,Emergency responder unions and associations,Public Sector Unions,Labor,1500,2000-05-08,2017-12-18,DIR,NA,SACRAMENTO,CA,95814,1,NA,"VASCONCELLOS, JOHN"
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,CA ASSOCIATION OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,NA,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"VASCONCELLOS, JOHN"
"VASCONCELLOS, JOHN",VASCONCELLOS,JOHN,NA,NA,CA,DEMOCRAT,13TH DISTRICT,2004-08-17,SB 1796,Amendment,Amendment included as part of a public safety omnibus bill.,"VASCONCELLOS, JOHN",Won-General,Won,DEMOCRATIC,DEMOCRATIC,2000,Standard,SENATE DISTRICT 013,Incumbent,CA ASSN OF HIGHWAY PATROLMEN PAC,CALIFORNIA ASSOCIATION OF HIGHWAY PATROLMEN,Non-Individual,Police unions & associations,Public Sector Unions,Labor,1000,2000-10-24,2020-06-08,DIR,NA,SACRAMENTO,CA,95818,1,NA,"VASCONCELLOS, JOHN"
